Path,Heroes,Talents,Exp,Win
"['tree1', 'tree2', 'bush2', 'cave']","[('zaku', 'paladin'), ('lustav', 'bard'), ('auri', 'thief')]","{'zaku': ['Overwhelming Presence'], 'lustav': ['Lound Tune'], 'auri': ['Precise Strikes']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('auri', 'thief'), ('surho', 'warrior'), ('zaku', 'paladin')]","{'auri': ['Ambush'], 'surho': ['Threatening'], 'zaku': ['Smite']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('duomo', 'warrior'), ('zaku', 'paladin'), ('huho', 'bard')]","{'duomo': ['Intimidating'], 'zaku': ['Crusader'], 'huho': ['Lound Tune']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('pouko', 'ranger'), ('bouko', 'warrior'), ('urri', 'thief')]","{'pouko': ['Green Power', 'Thorn Strike'], 'bouko': ['Prepared'], 'urri': ['Ambush', 'Inconspicuous']}",17,False
"['bush1', 'tree3', 'bush4', 'cave']","[('tyrki', 'wizard'), ('urri', 'thief'), ('yanne', 'ranger')]","{'tyrki': ['Acid Splash'], 'urri': ['Nimble'], 'yanne': ['Hunter']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('heijo', 'cleric'), ('bouko', 'warrior'), ('auri', 'thief')]","{'heijo': ['Domain Stone'], 'bouko': ['Armored'], 'auri': ['Ambush']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('lustav', 'bard'), ('marvi', 'thief'), ('heijo', 'cleric')]","{'lustav': ['Rapid Tune'], 'marvi': ['Greedy'], 'heijo': ['Domain Flame']}",2,False
"['bush1', 'tree4', 'bush4', 'cave']","[('zaku', 'paladin'), ('urri', 'thief'), ('insio', 'thief')]","{'zaku': ['Healing hands', 'Protective Presence'], 'urri': ['Deadly', 'Precise Strikes'], 'insio': ['Greedy', 'Agile']}",17,False
"['bush1', 'tree3', 'bush4', 'cave']","[('heijo', 'cleric'), ('wuhani', 'wizard'), ('tyrki', 'wizard')]","{'heijo': ['Domain War'], 'wuhani': ['Burn'], 'tyrki': ['Freezing Wind']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('huho', 'bard'), ('urri', 'thief'), ('tekka', 'barbarian')]","{'huho': ['Virtuoso'], 'urri': ['Ambush'], 'tekka': ['Rage']}",8,False
"['tree1', 'bush2', 'bush3', 'cave']","[('tyrki', 'wizard'), ('domi', 'barbarian'), ('fantti', 'cleric')]","{'tyrki': ['Storm Child'], 'domi': ['Savage'], 'fantti': ['Domain Flame']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('lustav', 'bard'), ('baawo', 'wizard'), ('zaku', 'paladin')]","{'lustav': ['Helpful tune'], 'baawo': ['Dissolver'], 'zaku': ['Crusader']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('marvi', 'thief'), ('domi', 'barbarian'), ('tyrki', 'wizard')]","{'marvi': ['Inconspicuous'], 'domi': ['Violent Nature'], 'tyrki': ['Freezing Wind']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('marvi', 'thief'), ('insio', 'thief'), ('bouko', 'warrior')]","{'marvi': ['Inconspicuous'], 'insio': ['Ambush'], 'bouko': ['Intimidating']}",8,False
"['tree1', 'bush2', 'bush3', 'cave']","[('molli', 'cleric'), ('domi', 'barbarian'), ('pouko', 'ranger')]","{'molli': ['Domain Warmth', 'Heal Wounds'], 'domi': ['Rage', 'Naturally Hardy'], 'pouko': ['Hunter', 'Thorn Strike']}",16,False
"['bush1', 'tree4', 'bush4', 'cave']","[('surho', 'warrior'), ('auri', 'thief'), ('meijo', 'warrior')]","{'surho': ['Armored'], 'auri': ['Nimble', 'Greedy'], 'meijo': ['Dangerous', 'Armored']}",17,False
"['bush1', 'tree4', 'bush4', 'cave']","[('pouko', 'ranger'), ('molli', 'cleric'), ('baawo', 'wizard')]","{'pouko': ['Swift'], 'molli': ['Domain Warmth'], 'baawo': ['Freezing Wind']}",8,False
"['tree1', 'tree2', 'bush2', 'cave']","[('feetu', 'paladin'), ('domi', 'barbarian'), ('ohannes', 'wizard')]","{'feetu': ['Inspiring Presence'], 'domi': ['Savage'], 'ohannes': ['Storm Child']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('feetu', 'paladin'), ('wuhani', 'wizard'), ('insio', 'thief')]","{'feetu': ['Protective Presence'], 'wuhani': ['Lightning Zap'], 'insio': ['Deadly']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('seino', 'cleric'), ('heijo', 'cleric'), ('tekka', 'barbarian')]","{'seino': ['Domain Warmth'], 'heijo': ['Domain Warmth', 'Comfort'], 'tekka': ['Violent Nature']}",17,False
"['tree1', 'bush2', 'bush3', 'cave']","[('wuhani', 'wizard'), ('domi', 'barbarian'), ('urri', 'thief')]","{'wuhani': ['Storm Child'], 'domi': ['Intimidating Presence'], 'urri': ['Precise Strikes']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('surho', 'warrior'), ('zaku', 'paladin'), ('molli', 'cleric')]","{'surho': ['Well Rounded'], 'zaku': ['Healing hands', 'Inspiring Presence'], 'molli': ['Domain Warmth']}",16,False
"['bush1', 'tree4', 'bush4', 'cave']","[('insio', 'thief'), ('ohannes', 'wizard'), ('meijo', 'warrior')]","{'insio': ['Deadly', 'Agile'], 'ohannes': ['Burn', 'Storm Child'], 'meijo': ['Threatening', 'Well Rounded']}",17,False
"['bush1', 'tree3', 'bush4', 'cave']","[('auri', 'thief'), ('heijo', 'cleric'), ('ohannes', 'wizard')]","{'auri': ['Nimble'], 'heijo': ['Domain War'], 'ohannes': ['Dissolver']}",2,False
"['tree1', 'bush2', 'bush3', 'cave']","[('marvi', 'thief'), ('auri', 'thief'), ('baawo', 'wizard')]","{'marvi': ['Nimble'], 'auri': ['Agile'], 'baawo': ['Lightning Zap']}",3,False
"['bush1', 'tree4', 'bush4', 'cave']","[('heijo', 'cleric'), ('meijo', 'warrior'), ('domi', 'barbarian')]","{'heijo': ['Domain Stone'], 'meijo': ['Dangerous'], 'domi': ['Intimidating Presence']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('ohannes', 'wizard'), ('domi', 'barbarian'), ('auri', 'thief')]","{'ohannes': ['Dissolver'], 'domi': ['Savage'], 'auri': ['Ambush']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('heijo', 'cleric'), ('huho', 'bard'), ('ohannes', 'wizard')]","{'heijo': ['Domain Flame'], 'huho': ['Rapid Tune'], 'ohannes': ['Burn']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('molli', 'cleric'), ('baawo', 'wizard'), ('marvi', 'thief')]","{'molli': ['Domain Stone'], 'baawo': ['Freezing Wind'], 'marvi': ['Greedy']}",3,False
"['bush1', 'tree3', 'bush4', 'cave']","[('ohannes', 'wizard'), ('heijo', 'cleric'), ('meijo', 'warrior')]","{'ohannes': ['Freezing Wind'], 'heijo': ['Domain Stone'], 'meijo': ['Dangerous']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('fantti', 'cleric'), ('urri', 'thief'), ('seino', 'cleric')]","{'fantti': ['Domain Flame'], 'urri': ['Precise Strikes'], 'seino': ['Domain Tempest']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('auri', 'thief'), ('bouko', 'warrior'), ('lustav', 'bard')]","{'auri': ['Precise Strikes', 'Precise Strikes'], 'bouko': ['Threatening'], 'lustav': ['Acid Splash', 'Lound Tune']}",17,False
"['bush1', 'tree3', 'bush4', 'cave']","[('domi', 'barbarian'), ('duomo', 'warrior'), ('meijo', 'warrior')]","{'domi': ['Violent Nature', 'Savage'], 'duomo': ['Armored', 'Ominous'], 'meijo': ['Dangerous', 'Threatening']}",18,False
"['tree1', 'tree2', 'bush2', 'cave']","[('lustav', 'bard'), ('pouko', 'ranger'), ('marvi', 'thief')]","{'lustav': ['Nimble Fingers'], 'pouko': ['Survival Skills'], 'marvi': ['Deadly']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('auri', 'thief'), ('zaku', 'paladin'), ('pouko', 'ranger')]","{'auri': ['Nimble'], 'zaku': ['Healing hands'], 'pouko': ['Green Power']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('zaku', 'paladin'), ('pouko', 'ranger'), ('domi', 'barbarian')]","{'zaku': ['Overwhelming Presence'], 'pouko': ['Grudge'], 'domi': ['Savage']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('huho', 'bard'), ('pouko', 'ranger'), ('marvi', 'thief')]","{'huho': ['Helpful tune'], 'pouko': ['Green Power'], 'marvi': ['Inconspicuous']}",8,False
"['tree1', 'bush2', 'bush3', 'cave']","[('tekka', 'barbarian'), ('bouko', 'warrior'), ('marvi', 'thief')]","{'tekka': ['Naturally Hardy'], 'bouko': ['Dangerous', 'Armored'], 'marvi': ['Inconspicuous', 'Deadly']}",16,False
"['tree1', 'tree2', 'bush2', 'cave']","[('wuhani', 'wizard'), ('lustav', 'bard'), ('domi', 'barbarian')]","{'wuhani': ['Dissolver'], 'lustav': ['Acid Splash'], 'domi': ['Rage']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('bouko', 'warrior'), ('pouko', 'ranger'), ('urri', 'thief')]","{'bouko': ['Intimidating'], 'pouko': ['Grudge', 'Grasping Roots'], 'urri': ['Deadly', 'Precise Strikes']}",16,False
"['tree1', 'bush2', 'bush3', 'cave']","[('wuhani', 'wizard'), ('heijo', 'cleric'), ('huho', 'bard')]","{'wuhani': ['Storm Child'], 'heijo': ['Domain Warmth'], 'huho': ['Lound Tune']}",3,False
"['tree1', 'bush2', 'bush3', 'cave']","[('feetu', 'paladin'), ('pouko', 'ranger'), ('urri', 'thief')]","{'feetu': ['Smite'], 'pouko': ['Green Power'], 'urri': ['Nimble']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('baawo', 'wizard'), ('feetu', 'paladin'), ('ohannes', 'wizard')]","{'baawo': ['Fire Gush'], 'feetu': ['Crusader'], 'ohannes': ['Freezing Wind']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('fantti', 'cleric'), ('seino', 'cleric'), ('domi', 'barbarian')]","{'fantti': ['Domain Stone'], 'seino': ['Domain Tempest', 'Lightning Zap'], 'domi': ['Violent Nature']}",17,False
"['tree1', 'tree2', 'bush2', 'cave']","[('ohannes', 'wizard'), ('yanne', 'ranger'), ('zaku', 'paladin')]","{'ohannes': ['Freezing Wind'], 'yanne': ['Swift'], 'zaku': ['Healing hands']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('urri', 'thief'), ('zaku', 'paladin'), ('bouko', 'warrior')]","{'urri': ['Agile'], 'zaku': ['Crusader', 'Protective Presence'], 'bouko': ['Dangerous']}",17,False
"['tree1', 'tree2', 'bush2', 'cave']","[('molli', 'cleric'), ('bouko', 'warrior'), ('insio', 'thief')]","{'molli': ['Domain Stone'], 'bouko': ['Prepared'], 'insio': ['Precise Strikes']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('surho', 'warrior'), ('ohannes', 'wizard'), ('zaku', 'paladin')]","{'surho': ['Intimidating'], 'ohannes': ['Storm Child'], 'zaku': ['Holy Presence']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('ohannes', 'wizard'), ('domi', 'barbarian'), ('molli', 'cleric')]","{'ohannes': ['Freezing Wind'], 'domi': ['Iron Skin'], 'molli': ['Domain Stone']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('feetu', 'paladin'), ('duomo', 'warrior'), ('baawo', 'wizard')]","{'feetu': ['Crusader', 'Protective Presence'], 'duomo': ['Armored', 'Dangerous'], 'baawo': ['Dissolver']}",16,False
"['tree1', 'tree2', 'bush2', 'cave']","[('ohannes', 'wizard'), ('molli', 'cleric'), ('meijo', 'warrior')]","{'ohannes': ['Storm Child'], 'molli': ['Domain Flame'], 'meijo': ['Dangerous']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('tyrki', 'wizard'), ('surho', 'warrior'), ('urri', 'thief')]","{'tyrki': ['Lightning Zap'], 'surho': ['Threatening'], 'urri': ['Nimble']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('surho', 'warrior'), ('baawo', 'wizard'), ('zaku', 'paladin')]","{'surho': ['Threatening'], 'baawo': ['Acid Splash'], 'zaku': ['Crusader']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('duomo', 'warrior'), ('insio', 'thief'), ('molli', 'cleric')]","{'duomo': ['Well Rounded', 'Dangerous'], 'insio': ['Precise Strikes', 'Agile'], 'molli': ['Domain Tempest', 'Speed of Wind']}",18,False
"['bush1', 'tree4', 'bush4', 'cave']","[('seino', 'cleric'), ('ohannes', 'wizard'), ('insio', 'thief')]","{'seino': ['Domain War'], 'ohannes': ['Freezing Wind'], 'insio': ['Greedy']}",8,False
"['tree1', 'bush2', 'bush3', 'cave']","[('lustav', 'bard'), ('duomo', 'warrior'), ('tyrki', 'wizard')]","{'lustav': ['Rapid Tune'], 'duomo': ['Intimidating'], 'tyrki': ['Dissolver']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('feetu', 'paladin'), ('huho', 'bard'), ('heijo', 'cleric')]","{'feetu': ['Smite'], 'huho': ['Rapid Tune'], 'heijo': ['Domain War']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('urri', 'thief'), ('pouko', 'ranger'), ('auri', 'thief')]","{'urri': ['Precise Strikes'], 'pouko': ['Thorn Strike'], 'auri': ['Agile']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('heijo', 'cleric'), ('tyrki', 'wizard'), ('urri', 'thief')]","{'heijo': ['Domain Stone'], 'tyrki': ['Storm Child'], 'urri': ['Precise Strikes']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('molli', 'cleric'), ('insio', 'thief'), ('zaku', 'paladin')]","{'molli': ['Domain Tempest'], 'insio': ['Nimble'], 'zaku': ['Overwhelming Presence']}",8,False
"['bush1', 'tree4', 'bush4', 'cave']","[('pouko', 'ranger'), ('auri', 'thief'), ('duomo', 'warrior')]","{'pouko': ['Grudge', 'Green Power'], 'auri': ['Agile', 'Ambush'], 'duomo': ['Prepared']}",17,False
"['bush1', 'tree4', 'bush4', 'cave']","[('domi', 'barbarian'), ('tekka', 'barbarian'), ('surho', 'warrior')]","{'domi': ['Intimidating Presence', 'Primal Brutality'], 'tekka': ['Primal Brutality', 'Primal Brutality'], 'surho': ['Prepared', 'Ominous']}",28,True
"['bush1', 'tree3', 'bush4', 'cave']","[('fantti', 'cleric'), ('zaku', 'paladin'), ('ohannes', 'wizard')]","{'fantti': ['Domain War'], 'zaku': ['Overwhelming Presence'], 'ohannes': ['Fire Gush']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('tyrki', 'wizard'), ('surho', 'warrior'), ('insio', 'thief')]","{'tyrki': ['Acid Splash'], 'surho': ['Dangerous'], 'insio': ['Agile']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('bouko', 'warrior'), ('urri', 'thief'), ('domi', 'barbarian')]","{'bouko': ['Prepared'], 'urri': ['Agile'], 'domi': ['Iron Skin']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('meijo', 'warrior'), ('wuhani', 'wizard'), ('insio', 'thief')]","{'meijo': ['Intimidating'], 'wuhani': ['Icicle'], 'insio': ['Precise Strikes']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('seino', 'cleric'), ('duomo', 'warrior'), ('tyrki', 'wizard')]","{'seino': ['Domain Flame'], 'duomo': ['Prepared'], 'tyrki': ['Dissolver']}",2,False
"['bush1', 'tree4', 'bush4', 'cave']","[('huho', 'bard'), ('marvi', 'thief'), ('lustav', 'bard')]","{'huho': ['Virtuoso'], 'marvi': ['Inconspicuous'], 'lustav': ['Icicle']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('wuhani', 'wizard'), ('huho', 'bard'), ('baawo', 'wizard')]","{'wuhani': ['Freezing Wind'], 'huho': ['Lound Tune'], 'baawo': ['Burn']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('wuhani', 'wizard'), ('pouko', 'ranger'), ('yanne', 'ranger')]","{'wuhani': ['Burn'], 'pouko': ['Hunter', 'Grudge'], 'yanne': ['Green Power']}",16,False
"['tree1', 'tree2', 'bush2', 'cave']","[('urri', 'thief'), ('baawo', 'wizard'), ('fantti', 'cleric')]","{'urri': ['Agile'], 'baawo': ['Icicle'], 'fantti': ['Domain War']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('heijo', 'cleric'), ('seino', 'cleric'), ('bouko', 'warrior')]","{'heijo': ['Domain Flame'], 'seino': ['Domain Tempest'], 'bouko': ['Armored']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('tekka', 'barbarian'), ('molli', 'cleric'), ('bouko', 'warrior')]","{'tekka': ['Iron Skin'], 'molli': ['Domain Flame', 'Fire Power'], 'bouko': ['Armored', 'Threatening']}",18,False
"['bush1', 'tree4', 'bush4', 'cave']","[('tyrki', 'wizard'), ('surho', 'warrior'), ('ohannes', 'wizard')]","{'tyrki': ['Dissolver'], 'surho': ['Threatening'], 'ohannes': ['Fire Gush']}",8,False
"['tree1', 'tree2', 'bush2', 'cave']","[('tekka', 'barbarian'), ('pouko', 'ranger'), ('meijo', 'warrior')]","{'tekka': ['Savage'], 'pouko': ['Green Power'], 'meijo': ['Armored']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('pouko', 'ranger'), ('wuhani', 'wizard'), ('zaku', 'paladin')]","{'pouko': ['Grasping Roots'], 'wuhani': ['Burn'], 'zaku': ['Smite']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('yanne', 'ranger'), ('surho', 'warrior'), ('meijo', 'warrior')]","{'yanne': ['Hunter', 'Grasping Roots'], 'surho': ['Intimidating'], 'meijo': ['Prepared', 'Well Rounded']}",18,False
"['tree1', 'bush2', 'bush3', 'cave']","[('wuhani', 'wizard'), ('tyrki', 'wizard'), ('heijo', 'cleric')]","{'wuhani': ['Storm Child'], 'tyrki': ['Burn'], 'heijo': ['Domain Tempest']}",3,False
"['tree1', 'tree2', 'bush2', 'cave']","[('seino', 'cleric'), ('zaku', 'paladin'), ('urri', 'thief')]","{'seino': ['Domain War'], 'zaku': ['Holy Presence'], 'urri': ['Precise Strikes']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('duomo', 'warrior'), ('yanne', 'ranger'), ('baawo', 'wizard')]","{'duomo': ['Threatening'], 'yanne': ['Thorn Strike'], 'baawo': ['Fire Gush']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('urri', 'thief'), ('meijo', 'warrior'), ('domi', 'barbarian')]","{'urri': ['Greedy', 'Inconspicuous'], 'meijo': ['Ominous', 'Threatening'], 'domi': ['Primal Brutality', 'Primal Brutality']}",18,False
"['tree1', 'tree2', 'bush2', 'cave']","[('heijo', 'cleric'), ('yanne', 'ranger'), ('duomo', 'warrior')]","{'heijo': ['Domain Tempest'], 'yanne': ['Grasping Roots'], 'duomo': ['Prepared']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('domi', 'barbarian'), ('huho', 'bard'), ('yanne', 'ranger')]","{'domi': ['Savage'], 'huho': ['Helpful tune'], 'yanne': ['Hunter']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('molli', 'cleric'), ('lustav', 'bard'), ('surho', 'warrior')]","{'molli': ['Domain Stone'], 'lustav': ['Rapid Tune'], 'surho': ['Armored']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('heijo', 'cleric'), ('meijo', 'warrior'), ('seino', 'cleric')]","{'heijo': ['Domain Warmth'], 'meijo': ['Dangerous'], 'seino': ['Domain Tempest']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('feetu', 'paladin'), ('seino', 'cleric'), ('insio', 'thief')]","{'feetu': ['Smite'], 'seino': ['Domain Tempest'], 'insio': ['Deadly', 'Inconspicuous']}",18,False
"['bush1', 'tree4', 'bush4', 'cave']","[('fantti', 'cleric'), ('duomo', 'warrior'), ('tyrki', 'wizard')]","{'fantti': ['Domain Stone'], 'duomo': ['Threatening'], 'tyrki': ['Acid Splash']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('meijo', 'warrior'), ('yanne', 'ranger'), ('insio', 'thief')]","{'meijo': ['Armored'], 'yanne': ['Thorn Strike'], 'insio': ['Ambush']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('baawo', 'wizard'), ('fantti', 'cleric'), ('duomo', 'warrior')]","{'baawo': ['Acid Splash'], 'fantti': ['Domain Tempest'], 'duomo': ['Intimidating']}",8,False
"['tree1', 'bush2', 'bush3', 'cave']","[('lustav', 'bard'), ('fantti', 'cleric'), ('insio', 'thief')]","{'lustav': ['Lound Tune'], 'fantti': ['Domain War'], 'insio': ['Ambush']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('molli', 'cleric'), ('baawo', 'wizard'), ('pouko', 'ranger')]","{'molli': ['Domain Stone'], 'baawo': ['Dissolver'], 'pouko': ['Hunter']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('yanne', 'ranger'), ('meijo', 'warrior'), ('baawo', 'wizard')]","{'yanne': ['Survival Skills'], 'meijo': ['Dangerous'], 'baawo': ['Burn']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('marvi', 'thief'), ('wuhani', 'wizard'), ('huho', 'bard')]","{'marvi': ['Inconspicuous'], 'wuhani': ['Freezing Wind'], 'huho': ['Lound Tune']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('tyrki', 'wizard'), ('fantti', 'cleric'), ('insio', 'thief')]","{'tyrki': ['Fire Gush'], 'fantti': ['Domain War'], 'insio': ['Greedy']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('urri', 'thief'), ('tyrki', 'wizard'), ('baawo', 'wizard')]","{'urri': ['Inconspicuous'], 'tyrki': ['Storm Child'], 'baawo': ['Lightning Zap']}",5,False
"['tree1', 'tree2', 'bush2', 'cave']","[('urri', 'thief'), ('feetu', 'paladin'), ('lustav', 'bard')]","{'urri': ['Deadly'], 'feetu': ['Protective Presence'], 'lustav': ['Virtuoso']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('heijo', 'cleric'), ('feetu', 'paladin'), ('auri', 'thief')]","{'heijo': ['Domain War'], 'feetu': ['Inspiring Presence'], 'auri': ['Agile']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('bouko', 'warrior'), ('baawo', 'wizard'), ('feetu', 'paladin')]","{'bouko': ['Dangerous'], 'baawo': ['Freezing Wind'], 'feetu': ['Overwhelming Presence']}",8,False
"['tree1', 'tree2', 'bush2', 'cave']","[('tyrki', 'wizard'), ('pouko', 'ranger'), ('insio', 'thief')]","{'tyrki': ['Acid Splash'], 'pouko': ['Green Power'], 'insio': ['Ambush']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('pouko', 'ranger'), ('fantti', 'cleric'), ('marvi', 'thief')]","{'pouko': ['Green Power'], 'fantti': ['Domain Tempest'], 'marvi': ['Greedy']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('wuhani', 'wizard'), ('meijo', 'warrior'), ('fantti', 'cleric')]","{'wuhani': ['Storm Child'], 'meijo': ['Intimidating'], 'fantti': ['Domain War']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('tyrki', 'wizard'), ('molli', 'cleric'), ('huho', 'bard')]","{'tyrki': ['Fire Gush'], 'molli': ['Domain Flame'], 'huho': ['Nimble Fingers']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('ohannes', 'wizard'), ('heijo', 'cleric'), ('insio', 'thief')]","{'ohannes': ['Fire Gush'], 'heijo': ['Domain War'], 'insio': ['Inconspicuous']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('insio', 'thief'), ('domi', 'barbarian'), ('ohannes', 'wizard')]","{'insio': ['Greedy'], 'domi': ['Savage'], 'ohannes': ['Dissolver']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('lustav', 'bard'), ('marvi', 'thief'), ('domi', 'barbarian')]","{'lustav': ['Rapid Tune'], 'marvi': ['Ambush'], 'domi': ['Violent Nature']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('wuhani', 'wizard'), ('baawo', 'wizard'), ('bouko', 'warrior')]","{'wuhani': ['Storm Child'], 'baawo': ['Acid Splash'], 'bouko': ['Intimidating']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('huho', 'bard'), ('wuhani', 'wizard'), ('molli', 'cleric')]","{'huho': ['Helpful tune'], 'wuhani': ['Icicle'], 'molli': ['Domain War']}",8,False
"['bush1', 'tree4', 'bush4', 'cave']","[('wuhani', 'wizard'), ('yanne', 'ranger'), ('surho', 'warrior')]","{'wuhani': ['Fire Gush'], 'yanne': ['Green Power'], 'surho': ['Prepared']}",8,False
"['tree1', 'bush2', 'bush3', 'cave']","[('pouko', 'ranger'), ('molli', 'cleric'), ('seino', 'cleric')]","{'pouko': ['Hunter', 'Grudge'], 'molli': ['Domain Warmth'], 'seino': ['Domain Tempest', 'Speed of Wind']}",16,False
"['bush1', 'tree3', 'bush4', 'cave']","[('urri', 'thief'), ('marvi', 'thief'), ('duomo', 'warrior')]","{'urri': ['Agile'], 'marvi': ['Deadly', 'Inconspicuous'], 'duomo': ['Intimidating']}",18,False
"['tree1', 'bush2', 'bush3', 'cave']","[('yanne', 'ranger'), ('fantti', 'cleric'), ('bouko', 'warrior')]","{'yanne': ['Hunter'], 'fantti': ['Domain War', 'Zealous'], 'bouko': ['Armored', 'Intimidating']}",16,False
"['bush1', 'tree4', 'bush4', 'cave']","[('fantti', 'cleric'), ('wuhani', 'wizard'), ('molli', 'cleric')]","{'fantti': ['Domain Tempest'], 'wuhani': ['Freezing Wind'], 'molli': ['Domain Stone']}",8,False
"['tree1', 'bush2', 'bush3', 'cave']","[('duomo', 'warrior'), ('bouko', 'warrior'), ('auri', 'thief')]","{'duomo': ['Prepared'], 'bouko': ['Intimidating', 'Dangerous'], 'auri': ['Greedy', 'Precise Strikes']}",16,False
"['tree1', 'bush2', 'bush3', 'cave']","[('domi', 'barbarian'), ('pouko', 'ranger'), ('marvi', 'thief')]","{'domi': ['Intimidating Presence'], 'pouko': ['Grudge'], 'marvi': ['Ambush']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('meijo', 'warrior'), ('yanne', 'ranger'), ('surho', 'warrior')]","{'meijo': ['Prepared', 'Armored'], 'yanne': ['Green Power', 'Swift'], 'surho': ['Prepared', 'Intimidating']}",17,False
"['bush1', 'tree4', 'bush4', 'cave']","[('baawo', 'wizard'), ('huho', 'bard'), ('surho', 'warrior')]","{'baawo': ['Freezing Wind'], 'huho': ['Nimble Fingers'], 'surho': ['Armored']}",8,False
"['tree1', 'tree2', 'bush2', 'cave']","[('molli', 'cleric'), ('duomo', 'warrior'), ('auri', 'thief')]","{'molli': ['Domain Warmth'], 'duomo': ['Intimidating'], 'auri': ['Deadly']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('wuhani', 'wizard'), ('insio', 'thief'), ('duomo', 'warrior')]","{'wuhani': ['Lightning Zap'], 'insio': ['Greedy'], 'duomo': ['Ominous']}",8,False
"['tree1', 'tree2', 'bush2', 'cave']","[('marvi', 'thief'), ('wuhani', 'wizard'), ('bouko', 'warrior')]","{'marvi': ['Agile'], 'wuhani': ['Icicle'], 'bouko': ['Armored']}",11,False
